Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
BARC,1/10/2024 22:00,1.49,110.2,,110.2,0.27,2.82,175.49,246.86,0.05,0.3,14.58,100,1014.73,,,
BARC,1/10/2024 23:00,1.49,137.7,,137.7,1.03,2.71,179,251.8,0.05,0.3,14.26,100,1015,,,
BARC,1/11/2024 0:00,1.47,130.65,,130.65,0.88,2.34,180.83,254.38,0.05,0.3,13.66,100,1015.05,,,
BARC,1/11/2024 1:00,1.16,61.94,211.76,273.7,1.92,2.99,184.06,258.92,0.05,0.3,12.76,100,1015.13,,,
BARC,1/11/2024 2:00,1.49,54.13,188.78,242.91,2.01,4.12,171.19,240.81,0.05,0.3,12.62,100,1015.03,,,
BARC,1/11/2024 3:00,0.36,61.22,188.25,249.47,,4.52,155.47,218.71,0.02,145.44,12.54,100,1015.13,,,
BARC,1/11/2024 4:00,0.36,58.13,185.9,244.03,0.97,4.18,154.27,217.02,0.03,128.28,12.34,100,1014.83,,,
BARC,1/11/2024 5:00,0.35,36.14,158.25,194.39,0.35,4.44,157.41,221.44,0.03,101.25,12.1,100,1015,,,
BARC,1/11/2024 6:00,0.51,47.27,157.02,204.29,1.78,4.62,153.67,216.17,0.03,10.37,11.86,100,1015.68,,,
BARC,1/11/2024 7:00,0.29,66.72,195.46,262.18,2.1,4.78,153.1,215.37,0.11,56.36,11.99,100,1016.3,2.1,,
BARC,1/11/2024 8:00,0.98,58.72,205.75,264.47,2.11,4.51,150.93,212.32,0.05,93.36,12.54,100,1016.95,59.6,,
BARC,1/11/2024 9:00,1.97,94.39,,94.39,2.75,4.49,152.27,214.21,0.19,151.32,14.24,99.89,1017.58,173.3,,
BARC,1/11/2024 10:00,1.15,15.8,121.02,136.82,2.09,10.47,157.35,221.35,1.21,83.48,15.8,90.45,1018.08,300.2,,
BARC,1/11/2024 11:00,0.53,5.99,61.55,67.54,1.41,12.17,153,215.23,1.79,94.98,16.39,79.27,1017.98,408.4,,
BARC,1/11/2024 12:00,1.02,6.62,48.87,55.49,1.68,12.05,143.54,201.92,1.93,83.12,17.13,72.48,1016.8,287.3,,
BARC,1/11/2024 13:00,1.66,7.91,58.85,66.76,1.29,9.64,139.13,195.72,2.65,85.79,16.04,87.69,1015.83,350.8,,
BARC,1/11/2024 14:00,0.67,7.51,50.67,58.18,1.58,9.18,136.93,192.62,2.66,77.71,14.74,93.79,1014.93,346.7,,
BARC,1/11/2024 15:00,0.17,5.6,44.36,49.96,1.3,9.04,129.69,182.45,1.7,90.73,14.95,86.38,1014.15,341.3,,
BARC,1/11/2024 16:00,0.45,6.68,46.83,53.51,1.23,9.38,125.29,176.26,2.05,86.49,15.31,75.3,1013.8,214.7,,
BARC,1/11/2024 17:00,1.13,6.5,60.22,66.72,1.51,8.04,110.72,155.75,1.55,90.25,14.82,78.51,1013.58,69.5,,
BARC,1/11/2024 18:00,0.34,6.83,89.29,96.12,1.55,6.31,101.92,143.38,1.36,91.23,13.76,86.88,1014.13,2.7,,
BARC,1/11/2024 19:00,0.65,18.75,130.19,148.94,1.94,4.37,107.16,150.74,0.76,121.32,12.97,95.01,1014.53,,,
BARC,1/11/2024 20:00,3.48,41.33,170.49,211.82,1.35,4.67,108.94,153.25,1.07,110.8,12.05,99.99,1015.1,,,
BARC,1/11/2024 21:00,2,17.19,130.24,147.43,1.58,4.85,110.2,155.03,1.22,106.5,11.22,100,1015.8,,,
BARC,1/11/2024 22:00,4.94,49.48,163.92,213.4,1.85,5.12,122.69,172.6,1.15,118.02,10.82,100,1016.1,,,
BARC,1/11/2024 23:00,6.77,61.17,185.62,246.79,1.87,4.18,126.84,178.43,0.52,113.42,10.7,100,1016.25,,,
BARC,1/12/2024 0:00,1.94,25.69,143.88,169.57,2.53,4.31,123.37,173.55,0.71,86.2,10.65,100,1015.93,,,
BARC,1/12/2024 1:00,2.04,22.71,130.44,153.15,2.45,5.41,123.75,174.08,1.17,92.84,10.03,100,1015.5,,,
BARC,1/12/2024 2:00,1.07,24.24,126.91,151.15,1.7,5.14,121.02,170.24,0.9,106.55,,100,1015.25,,,
BARC,1/12/2024 3:00,0.96,20.89,121.9,142.79,1.64,5.33,118.37,166.51,0.86,104.04,,100,1014.98,0.9,,
BARC,1/12/2024 4:00,0.7,13.59,107.29,120.88,0.87,5.19,126.29,177.66,0.81,107.66,,100,1014.63,1.8,,
BARC,1/12/2024 5:00,0.92,14.95,103.36,118.31,1.1,5.61,126.87,178.47,0.91,112.48,10.04,100,1014.45,2.5,,
BARC,1/12/2024 6:00,0.67,8.33,96.98,105.31,1.06,6.47,125.64,176.75,1.28,103.22,10.18,100,1014.78,2.3,,
BARC,1/12/2024 7:00,0.7,8.44,91.43,99.87,0.97,6.12,126.71,178.25,1.27,112.77,10.17,100,1015.43,3.6,,
BARC,1/12/2024 8:00,0.56,6.52,73.12,79.64,1.4,7.1,115.36,162.28,1.13,117.37,10.24,100,1016.18,14.6,,
BARC,1/12/2024 9:00,0.07,5.36,66.39,71.75,,6.95,117.03,130.41,1.35,107.42,10.28,100,1017.1,39.6,,
BARC,1/12/2024 10:00,0.31,7.6,62.2,69.8,0.89,6.9,95.34,134.12,1.27,108.03,10.63,100,1017.65,119.5,,
BARC,1/12/2024 11:00,0.38,5.59,47.92,53.51,1,7.84,93.89,132.08000000000001,1.18,107.1,11.82,99.96,1017.23,270.7,,
BARC,1/12/2024 12:00,0.63,8.08,62.53,70.61,1.94,7.01,87.24,122.73,1.56,83.55,11.88,100,1016.23,208.5,,
BARC,1/12/2024 13:00,1.92,5.87,66.75,72.62,0.59,7.87,95.48,134.32,2.78,68.58,11.83,100,1015.23,265.2,,
BARC,1/12/2024 14:00,1.28,5.47,63.22,68.69,0.38,8.39,111.19,156.41,2,67.6,12.87,98.98,1014.5,307.7,,
BARC,1/12/2024 15:00,1.65,3.83,51.9,55.73,0.65,8.81,115.57,162.58000000000001,2.29,79.78,12.73,99.4,1013.75,256.6,,
BARC,1/12/2024 16:00,1.03,3.56,47.37,50.93,0.45,7.93,118.53,166.73,2.14,77.32,12.33,99.97,1013.3,156.1,,
BARC,1/12/2024 17:00,0.81,3.11,51.24,54.35,1.2,7.13,119.45,168.04,1.77,79.74,11.94,100,1013.45,50.5,,
BARC,1/12/2024 18:00,1.02,3.82,59,62.82,1.07,6.48,119.51,168.12,1.55,81.06,11.51,100,1013.68,4.1,,
BARC,1/12/2024 19:00,0.49,6.28,57.84,64.12,1.2,6.3,122.57,172.42,1.19,94.35,11.15,100,1014.18,1.7,,
BARC,1/12/2024 20:00,0.58,7.93,64.39,72.32,1.67,6.18,125.85,177.04,1.6,87.69,10.75,100,1014.6,1.9,,
BARC,1/12/2024 21:00,0.38,7.47,67.52,74.99,1.6,5.94,129.17,181.71,1.94,94.26,10.62,100,1014.93,1.5,,
BARC,1/12/2024 22:00,0.58,7.83,67.8,75.63,1.51,6.01,137.57,193.53,1.54,81.94,10.41,100,1015.38,1.9,,
BARC,1/12/2024 23:00,0.34,6.69,56.6,63.29,2.24,6.27,138.14,194.33,1.19,75.13,10.03,100,1015.4,2,,
BARC,1/13/2024 0:00,0.62,6.47,58.83,65.3,2.01,5.13,129.04,181.53,0.61,77.39,,100,1014.88,1.8,,
BARC,1/13/2024 1:00,0.24,4.85,72.55,77.4,1.87,5.03,125.28,176.23,1.2,67.23,,100,1014.83,2.2,,
BARC,1/13/2024 2:00,0.38,2.4,63.29,65.69,1.8,5.72,122.14,171.81,1.36,69.36,,100,1014.75,1.9,,
BARC,1/13/2024 3:00,0.74,2.35,56.34,58.69,1.28,5.95,118.2,166.28,0.92,82.01,,100,1014.4,2.2,,
BARC,1/13/2024 4:00,0.54,3.51,54.87,58.38,1.32,5.6,119.21,167.7,0.79,116.74,,100,1014,2.1,,
BARC,1/13/2024 5:00,0.38,2.29,59.5,61.79,1.03,5.5,116.76,164.25,1.25,83.59,,100,1014.38,2.3,,
BARC,1/13/2024 6:00,0.59,2.9,65.06,67.96,1.33,5.57,106.56,149.91,1.39,77.38,,100,1014.93,2.2,,
BARC,1/13/2024 7:00,0.28,9.79,68.48,78.27,1.15,5.17,104.98,147.68,0.62,147.46,,100,1015.25,2.8,,
BARC,1/13/2024 8:00,0.19,9.39,64.36,73.75,1.35,5.49,102.4,144.06,0.74,159.9,,100,1015.88,12.3,,
BARC,1/13/2024 9:00,0.35,8.93,58.21,67.14,1.59,5.92,90.24,126.94,0.82,100.26,,100,1016.55,35.4,,
BARC,1/13/2024 10:00,0.51,9.83,62.93,72.76,1.54,5.37,84.7,119.15,0.44,107.78,,100,1017.1,67.4,,
BARC,1/13/2024 11:00,0.24,14.39,74.35,88.74,1.78,5.07,85.4,120.13,0.47,101.98,10.51,100,1017.2,78.7,,
BARC,1/13/2024 12:00,0.41,14.67,77.28,91.95,1.79,5.27,83.97,118.13,0.47,158.98,11.04,100,1016.43,136.6,,
BARC,1/13/2024 13:00,0.31,15.69,86.01,101.7,1.49,5.3,83.61,117.61,0.54,160.98,11.69,100,1015.3,165.1,,
BARC,1/13/2024 14:00,1.24,19.62,100.02,119.64,1.6,5.58,90.95,127.94,0.83,133.6,12.37,100,1014.4,176.2,,
BARC,1/13/2024 15:00,,17.22,106.79,124.01,1.37,5.37,94.78,133.33000000000001,0.98,157.26,12.41,100,1013.78,134.8,,
BARC,1/13/2024 16:00,1.09,19.18,116.16,135.34,1.7,5.4,99.41,139.84,0.6,115.64,12.49,100,1013.4,84.3,,
BARC,1/13/2024 17:00,1.17,15.62,111.33,126.95,2.02,5.19,108.92,153.22,0.63,93.09,12.43,100,1013.2,48.7,,
BARC,1/13/2024 18:00,1.21,9.48,98.04,107.52,1.58,5.25,113.56,159.75,0.7,90.92,11.99,100,1013.6,7,,
BARC,1/13/2024 19:00,0.98,8.53,91.7,100.23,1.8,6.02,113.41,159.55000000000001,1.03,77.2,11.69,100,1013.83,1.6,,
BARC,1/13/2024 20:00,0.96,9.57,81.89,91.46,1.81,5.43,123.68,173.98,0.68,101.92,11.17,100,1014.38,,,
BARC,1/13/2024 21:00,0.66,24.5,108.47,132.97,2.29,4.84,126.79,178.36,0.74,113.74,10.65,100,1014.83,,,
BARC,1/13/2024 22:00,0.75,30.44,122.99,153.43,0.31,4.8,123.73,174.05,0.71,131.97,10.71,100,1014.85,1.6,,
BARC,1/13/2024 23:00,3.29,59.11,164.17,223.28,0.77,4.69,126.3,177.68,0.81,119.81,10.51,100,1014.95,1.2,,
BARC,1/14/2024 0:00,8.19,83.69,212.18,295.87,1.47,4.4,129.48,182.14,0.84,108.87,10.16,100,1014.68,0.2,,
BARC,1/14/2024 1:00,2.44,30.2,146.45,176.65,,3.69,135.52,190.65,0.39,132.97,,100,1014.43,,,
BARC,1/14/2024 2:00,1.36,17.84,103.21,121.05,1.06,4.81,141.02,198.38,0.46,105.7,,100,1014.3,0.9,,
BARC,1/14/2024 3:00,1.03,17.58,95.82,113.4,1.12,5.36,139.06,195.62,1.1,89.04,,100,1014.05,2.6,,
BARC,1/14/2024 4:00,0.36,14.01,88.07,102.08,1.22,5.58,134.24,188.84,0.82,85.36,,100,1013.53,2.5,,
BARC,1/14/2024 5:00,0.43,9.8,79.77,89.57,1.49,5.92,127.16,178.88,0.67,105.28,,100,1013.4,2.5,,
BARC,1/14/2024 6:00,0.43,7.36,72.2,79.56,1.31,5.8,109.45,153.97,0.63,82.97,,100,1013.63,2.4,,
BARC,1/14/2024 7:00,0.18,8.67,72.69,81.36,1.21,6.1,127.74,179.7,0.62,73.94,,100,1014.2,3,,
BARC,1/14/2024 8:00,,7.39,71.72,79.11,0.78,6.58,162.45,228.53,,,,,,6.3,,
BARC,1/14/2024 9:00,0.15,9.86,79.87,89.73,1.18,5.3,102.5,144.19,,,,,,,,
BARC,1/14/2024 10:00,0.1,17.89,93.85,111.74,0.83,5.15,96.77,136.13,,,,,,,,
BARC,1/14/2024 11:00,,25.1,107.24,132.34,0.25,4.6,96.85,136.25,,,,,,,,
BARC,1/14/2024 12:00,0.65,20.13,102.52,122.65,0.26,5.06,100.62,141.54,,,,,,,,
BARC,1/14/2024 13:00,0.56,22.13,105.1,127.23,0.2,5.17,102.59,144.32,,,,,,,,
BARC,1/14/2024 14:00,0.33,15.48,101.44,116.92,1.52,5.31,110.63,155.62,,,,,,,,
BARC,1/14/2024 15:00,0.42,14.88,104.5,119.38,1.41,5.55,112.83,158.72999999999999,,,,,,,,
BARC,1/14/2024 16:00,2.25,22.74,121.21,143.95,1.16,4.91,109.75,154.38999999999999,,,,,,,,
BARC,1/14/2024 17:00,5.09,32.21,136.56,168.77,1.62,5.41,111.64,157.05000000000001,,,,,,,,
BARC,1/14/2024 18:00,4.6,20.86,120.52,141.38,1.8,5.62,115.12,161.94,,,,,,,,
BARC,1/14/2024 19:00,5.16,19.67,114.08,133.75,1.75,6.16,120.08,168.93,,,,,,,,
BARC,1/14/2024 20:00,4.54,30.97,124.58,155.55,2.09,6.07,124.64,175.34,,,,,,,,
BARC,1/14/2024 21:00,2.93,21.42,102.21,123.63,2,5.43,124.7,175.42,,,,,,,,
BARC,1/14/2024 22:00,2.01,20.54,90.01,110.55,2.25,5.61,130.62,183.75,,,,,,,,
BARC,1/14/2024 23:00,2.38,16.43,80.67,97.1,2.1,5.03,136.57,192.13,,,,,,,,
BARC,1/15/2024 0:00,1.32,15.7,76.85,92.55,1.58,5.17,131.17,184.53,,,,,,,,
BARC,1/15/2024 1:00,1.15,25.32,84.7,110.02,,5.21,129.52,182.2,,,,,,,,
BARC,1/15/2024 2:00,1.08,27.02,87.38,114.4,0.15,4.88,135.07,190.01,,,,,,,,
BARC,1/15/2024 3:00,1.09,26.99,92.13,119.12,1.01,4.71,135.67,190.85,,,,,,,,
BARC,1/15/2024 4:00,1.64,30.73,101.05,131.78,,4.49,138.06,194.22,,,,,,,,
BARC,1/15/2024 5:00,1.4,29.71,100.13,129.84,1.18,4.55,139.22,195.84,,,,,,,,
BARC,1/15/2024 6:00,1.34,25.76,103.47,129.23,1.29,5.01,135.98,191.29,,,,,,,,
BARC,1/15/2024 7:00,1.16,22.33,97.66,119.99,1.8,5.1,125.34,176.33,,,,,,,,
BARC,1/15/2024 8:00,0.73,37.63,112.81,150.44,2.17,5.4,119.65,168.31,,,,,,,,
BARC,1/15/2024 9:00,0.97,30.54,111.25,141.79,1.99,4.95,115.84,162.94999999999999,,,,,,,,
BARC,1/15/2024 10:00,0.97,23.67,105.84,129.51,1.51,5.18,114.82,161.52000000000001,,,,,,,,
BARC,1/15/2024 11:00,1.68,17.33,94.12,111.45,1.4,6.74,119.4,167.97,,,,,,,,
BARC,1/15/2024 12:00,4.59,15.86,90.35,106.21,1.38,7.39,116.76,164.25,,,,,,,,
BARC,1/15/2024 13:00,3.6,20.82,105.16,125.98,1.53,8.01,116.55,163.96,,,,,,,,
BARC,1/15/2024 14:00,4.31,15.04,92.77,107.81,1.69,9.12,129.85,182.67,,,,,,,,
BARC,1/15/2024 15:00,3.72,10.78,74.55,85.33,1.06,10.38,135.99,191.3,,,,,,,,
BARC,1/15/2024 16:00,2.66,9.16,67.47,76.63,1.16,8.28,133.03,187.14,,,,,,,,
BARC,1/15/2024 17:00,1.76,9.63,77.02,86.65,1.29,5.83,122.8,172.75,,,,,,,,
BARC,1/15/2024 18:00,1.51,12.24,78.93,91.17,1.37,4.34,111.39,156.69999999999999,,,,,,,,
BARC,1/15/2024 19:00,2.64,4.26,75.83,80.09,1.32,3.53,106.29,149.52000000000001,,,,,,,,
BARC,1/15/2024 20:00,2.19,11.04,98.36,109.4,1.42,1.87,105.7,148.69999999999999,,,,,,,,
BARC,1/15/2024 21:00,2.27,12.39,97.38,109.77,1.38,1.33,104.26,146.66999999999999,,,,,,,,
BARC,1/15/2024 22:00,1.67,6.54,81.9,88.44,1.3,1.9,109.82,154.49,,,,,,,,
BARC,1/15/2024 23:00,1.25,3.26,61.75,65.01,1.15,3.57,105.09,147.84,,,,,,,,
BARC,1/16/2024 0:00,1.49,2.03,53.47,55.5,1.06,4.02,98.97,139.22,,,,,,,,
BARC,1/16/2024 1:00,1.05,16.83,79.12,95.95,1.18,1.43,102.29,143.88999999999999,,,,,,,,
BARC,1/16/2024 2:00,5.89,11.94,77.17,89.11,1.23,1.1,99.7,140.25,,,,,,,,
BARC,1/16/2024 3:00,3.78,8.34,58.7,67.04,1.16,2.04,116.58,164,,,,,,,,
BARC,1/16/2024 4:00,2.83,5.21,38.4,43.61,1.03,4.49,129.44,182.08,,,,,,,,
BARC,1/16/2024 5:00,4.74,6.3,42.77,49.07,0.78,4.94,114.74,161.41,,,,,,,,
BARC,1/16/2024 6:00,2.99,5.75,33.99,39.74,1.08,5.77,109.58,154.15,,,,,,,,
BARC,1/16/2024 7:00,2.03,3.39,36.44,39.83,1.23,5.98,109.24,153.66999999999999,,,,,,,,
BARC,1/16/2024 8:00,1.2,3.8,45.34,49.14,1.19,4.91,103.73,145.91999999999999,,,,,,,,
BARC,1/16/2024 9:00,1.37,25.37,91.42,116.79,1.28,2.94,99.92,140.57,,,,,,,,
BARC,1/16/2024 10:00,1.17,26.14,99.12,125.26,1.63,3.8,100.03,140.72,,,,,,,,
BARC,1/16/2024 11:00,2.24,13.62,76.08,89.7,1.19,4.71,96.46,135.69999999999999,,,,,,,,
BARC,1/16/2024 12:00,2.47,12,71.73,83.73,2.71,6.06,94.3,132.66,,,,,,,,
BARC,1/16/2024 13:00,2.17,6.85,65.58,72.43,0.58,5.99,94.42,132.82,,,,,,,,
BARC,1/16/2024 14:00,1.94,7.78,85.32,93.1,0.7,4.81,93.42,131.41999999999999,,,,,,,,
BARC,1/16/2024 15:00,2.75,12.91,102.37,115.28,0.78,4.43,92.64,130.33000000000001,,,,,,,,
BARC,1/16/2024 16:00,2.43,22.9,141.28,164.18,1.84,3.11,98.87,139.08000000000001,,,,,,,,
BARC,1/16/2024 17:00,1.89,19.43,141.38,160.81,1.66,1.65,116.21,163.47999999999999,,,,,,,,
BARC,1/16/2024 18:00,2.43,27.7,153.78,181.48,1.7,0.96,132.03,185.73,,,,,,,,
BARC,1/16/2024 19:00,2.74,46.33,180.58,226.91,1.9,0.68,141.03,198.39,,,,,,,,
BARC,1/16/2024 20:00,2.38,73.58,211.42,285,2.22,0.56,152,213.82,,,,,,,,
BARC,1/16/2024 21:00,1.64,82.87,219.62,302.49,2.03,0.4,155.88,219.29,,,,,,,,
BARC,1/16/2024 22:00,1.22,82.21,211.78,293.99,2.1,0.4,160.91,226.36,,,,,,,,
BARC,1/16/2024 23:00,1.5,109.27,242.09,351.36,2.17,0.39,167.07,235.03,,,,,,,,
BARC,1/17/2024 0:00,1.65,112.8,241.97,354.77,1.95,0.41,167.5,235.63,,,,,,,,
BARC,1/17/2024 1:00,1.35,109.11,238.07,347.18,1.79,0.39,173.62,244.25,,,,,,,,
BARC,1/17/2024 2:00,1.17,90.23,218,308.23,1.39,0.29,169.74,238.77,,,,,,,,
BARC,1/17/2024 3:00,0.79,80.56,205.8,286.36,1.58,0.25,163.13,229.48,,,,,,,,
BARC,1/17/2024 4:00,1.34,82.86,217.59,300.45,1.43,0.27,162.12,228.06,,,,,,,,
BARC,1/17/2024 5:00,,95.82,220.87,316.69,1.14,0.84,153.37,215.75,0.21,112.86,,100,1013.53,,,
BARC,1/17/2024 6:00,1.08,80.31,194.06,274.37,0.87,0.33,143.82,202.32,0.24,76.81,,100,1013.93,1.6,,
BARC,1/17/2024 7:00,0.78,72.9,185.14,258.04,1.19,0.23,139.89,196.8,0.26,103.42,,100,1014.5,3.6,,
BARC,1/17/2024 8:00,0.26,82.19,189.96,272.15,1.13,0.85,138.83,195.3,0.44,90.68,,100,1015.13,26.7,,
BARC,1/17/2024 9:00,0.23,107.99,230.2,338.19,0.6,0.45,134,188.5,0.24,55.86,,100,1016.08,56,,
BARC,1/17/2024 10:00,0.75,88.51,217.42,305.93,0.6,0.49,131.15,184.5,0.99,82.27,,100,1016.63,153.2,,
BARC,1/17/2024 11:00,0.73,61.23,186.31,247.54,0.6,0.94,129.32,181.92,1.45,77.35,10.43,100,1016.58,221.4,,
BARC,1/17/2024 12:00,0.97,27.81,141.32,169.13,1.33,3.06,126.21,177.54,1.29,87.49,10.75,100,943.6,280.6,,
BARC,1/17/2024 13:00,0.9,17.39,113.66,131.05,1.5,6.4,126.02,177.28,0.45,69.44,11.71,100,741.6,318.5,,
BARC,1/17/2024 14:00,1,15.63,113.33,128.96,1.53,9.1,129.55,182.24,1.03,115.87,12.85,100,741.6,321.6,,
BARC,1/17/2024 15:00,0.87,14.95,118.81,133.76,1.49,9.02,130.5,183.59,1.42,116.99,13.01,100,741.6,248.7,,
BARC,1/17/2024 16:00,3.37,29.92,164.17,194.09,1.49,5.01,136.44,191.94,1.23,135.34,13.15,100,741.6,164.5,,
BARC,1/17/2024 17:00,2.83,14.48,131.13,145.61,1.26,8.85,136.48,191.99,1.39,202.4,12.73,100,741.58,58.7,,
BARC,1/17/2024 18:00,1.49,15.86,151.65,167.51,1.74,4.84,136.37,191.83,0.6,224.18,12.16,100,741.5,2.6,,
BARC,1/17/2024 19:00,1.6,32.38,173.12,205.5,1.98,2.26,136.86,192.53,0.44,228.07,11.71,100,741.5,,,
BARC,1/17/2024 20:00,1.15,44.84,178.19,223.03,2.01,0.79,144,202.57,0.03,216.2,11.24,100,741.5,,,
BARC,1/17/2024 21:00,1.25,69.71,199.58,269.29,1.94,0.59,155.35,218.53,0.02,204.99,11.04,100,741.5,,,
BARC,1/17/2024 22:00,1.05,73.32,203.33,276.65,1.75,0.49,166.46,234.17,0.12,237.72,10.97,100,741.5,,,
BARC,1/17/2024 23:00,1.17,66.17,183.25,249.42,1.76,0.5,168.07,236.43,0.12,220.41,10.82,100,741.5,,,
BARC,1/18/2024 0:00,1.11,114.86,234,348.86,1.84,0.48,162.65,228.81,0.01,331.12,10.53,100,741.5,,,
BARC,1/18/2024 1:00,4.59,112.88,245.52,358.4,2.16,0.53,183.16,257.64999999999998,0.05,68.67,,100,741.5,,,
BARC,1/18/2024 2:00,3.86,121.43,,121.43,1.55,0.35,225.72,317.52999999999997,,,,100,741.5,,,
BARC,1/18/2024 3:00,,117.98,207.26,325.24,0.6,0.69,244.04,343.3,,,,,,,,
BARC,1/18/2024 4:00,,91.77,199.53,291.3,0.78,1.46,241.97,255.29,0.47,151.27,,99.73,874.93,,,
BARC,1/18/2024 5:00,1.28,27.1,135.33,162.43,0.25,0.67,221.48,311.56,1.08,204.68,,100,741.5,,,
BARC,1/18/2024 6:00,,19.6,125.39,144.99,0.6,1.35,166.79,234.63,,,,,,,,
BARC,1/18/2024 7:00,1.24,17.31,115.25,132.56,0.6,0.53,132.48,186.37,,,,,,,,
BARC,1/18/2024 8:00,0.64,36.97,144.81,181.78,1.27,0.62,124.62,175.3,,,,,,,,
BARC,1/18/2024 9:00,0.95,39.84,150.56,190.4,1.69,1.01,118.87,167.22,,,,,,,,
BARC,1/18/2024 10:00,1.6,41.62,157.04,198.66,1.93,1.41,118.88,167.23,,,,,,,,
BARC,1/18/2024 11:00,1.19,34.21,146.82,181.03,1.89,2.58,121.3,170.64,,,,,,,,
BARC,1/18/2024 12:00,1.98,24.08,118.61,142.69,1.69,6.24,120.12,168.98,,,,,,,,
BARC,1/18/2024 13:00,3.14,22.42,103.24,125.66,1.29,9.37,116.42,163.77000000000001,,,,,,,,
BARC,1/18/2024 14:00,3.91,28.18,131.92,160.1,1.45,8.17,119.87,168.63,,,,,,,,
BARC,1/18/2024 15:00,2.54,25.67,141.46,167.13,1.63,8.63,121.12,170.39,,,,,,,,
BARC,1/18/2024 16:00,3.3,30.26,164.83,195.09,2,7.07,124.88,175.68,,,,,,,,
BARC,1/18/2024 17:00,2.8,18.47,146.76,165.23,2.06,4.99,143.23,201.49,,,,,,,,
BARC,1/18/2024 18:00,1.65,26.92,153.51,180.43,1.46,2.44,155.46,218.69,,,,,,,,
BARC,1/18/2024 19:00,2.02,53.36,188.04,241.4,1.83,0.86,174.95,246.11,,,,,,,,
BARC,1/18/2024 20:00,2.01,116.25,,116.25,2.58,0.61,186.26,262.02,,,,,,,,
BARC,1/18/2024 21:00,1.88,67.72,202.32,270.04,2.02,0.44,194.56,273.69,,,,,,,,
BARC,1/18/2024 22:00,2.24,48.78,175.29,224.07,1.55,0.48,211.13,297,,,,,,,,
BARC,1/18/2024 23:00,3.29,43.51,161.1,204.61,1.25,0.33,203.23,285.89,,,,,,,,
BARC,1/19/2024 0:00,7.47,58.47,169.17,227.64,1.6,0.32,192.91,271.38,,,,,,,,
BARC,1/19/2024 1:00,17.13,70.19,180.11,250.3,1.83,0.35,210.91,296.69,,,,,,,,
BARC,1/19/2024 2:00,10.7,32.91,126.79,159.7,1.56,0.24,227.23,319.66000000000003,,,,,,,,
BARC,1/19/2024 3:00,19.84,20.31,105.58,125.89,1.44,0.37,232.49,327.05,,,,,,,,
BARC,1/19/2024 4:00,5.63,16.87,98.73,115.6,1.14,0.43,233.76,328.84,,,,,,,,
BARC,1/19/2024 5:00,3.44,45.38,134.98,180.36,1.44,0.29,211.86,298.04000000000002,,,,,,,,
BARC,1/19/2024 6:00,3.57,86.36,189.32,275.68,1.54,0.29,193.04,271.55,,,,,,,,
BARC,1/19/2024 7:00,2.05,82.06,182.27,264.33,1.56,0.3,184.44,259.45999999999998,,,,,,,,
BARC,1/19/2024 8:00,2.3,147.36,,147.36,1.88,0.29,180.25,253.57,,,,,,,,
BARC,1/19/2024 9:00,3.99,110.24,,110.24,1.55,0.45,174.57,245.57,,,,,,,,
BARC,1/19/2024 10:00,3.17,22.15,118.94,141.09,1.08,6.95,169.76,238.81,,,,,,,,
BARC,1/19/2024 11:00,1.67,5.59,69.64,75.23,0.84,13.87,144.95,203.91,,,,,,,,
BARC,1/19/2024 12:00,1.78,4.02,53.79,57.81,0.85,13.51,117.81,165.73,,,,,,,,
BARC,1/19/2024 13:00,2.02,9.4,50.21,59.61,0.92,13.15,101.58,142.88999999999999,,,,,,,,
BARC,1/19/2024 14:00,2.31,7.41,45.28,52.69,0.9,13.07,95.32,134.09,,,,,,,,
BARC,1/19/2024 15:00,4.19,8.23,62.85,71.08,0.85,10.76,88.24,124.13,,,,,,,,
BARC,1/19/2024 16:00,4.77,8.31,90.71,99.02,0.95,8.39,91.24,128.35,,,,,,,,
BARC,1/19/2024 17:00,2.97,7.6,92.25,99.85,0.82,8.5,92.01,129.44,,,,,,,,
BARC,1/19/2024 18:00,3.29,17.8,164.24,182.04,1.43,2.88,86.11,121.13,,,,,,,,
BARC,1/19/2024 19:00,2.68,22.78,166.56,189.34,2.24,1.93,98.56,138.65,,,,,,,,
BARC,1/19/2024 20:00,2.97,55.16,192.72,247.88,2.35,0.72,112.14,157.75,,,,,,,,
BARC,1/19/2024 21:00,2.16,29.97,151.18,181.15,2.58,0.92,122.7,172.61,,,,,,,,
BARC,1/19/2024 22:00,2.46,18.58,124.79,143.37,2.34,1.33,132.37,186.21,,,,,,,,
BARC,1/19/2024 23:00,1.52,15.19,106.42,121.61,2.16,1.66,134.92,189.79,,,,,,,,
BARC,1/20/2024 0:00,1.44,14.35,98.28,112.63,1.56,1.47,132.8,186.82,,,,,,,,
BARC,1/20/2024 1:00,1.46,51.29,152.9,204.19,1.94,0.59,136.19,191.58,,,,,,,,
BARC,1/20/2024 2:00,0.79,25.57,128,153.57,1.87,0.44,136.84,192.5,,,,,,,,
BARC,1/20/2024 3:00,0.63,16.69,105.03,121.72,1.86,0.54,140.03,196.98,,,,,,,,
